,Unnamed: 0,experiment,item_id,condition,sentence,expected,prediction,error,model,e_size
8851,19,bock_cutting_1992_exp1,1,rel_pp,the pamphlets that described the government agencies,VBP,VBP,False,2,50
8856,24,bock_cutting_1992_exp1,2,prep_ss,the tire - eater in the carnival sideshow,VBZ,VBZ,False,2,50
8857,25,bock_cutting_1992_exp1,2,prep_sp,the tire - eater in the carnival VBZ,VBZ,VBZ,False,2,50
8858,26,bock_cutting_1992_exp1,2,prep_ps,the tire - eaters in the carnival sideshow,VBP,VBZ,True,2,50
8859,27,bock_cutting_1992_exp1,2,prep_pp,the tire - eaters in the carnival VBZ,VBP,VBZ,True,2,50
8860,28,bock_cutting_1992_exp1,2,rel_ss,the tire - eater who VBD the sideshow,VBZ,VBZ,False,2,50
8861,29,bock_cutting_1992_exp1,2,rel_sp,the tire - eater who VBD the NNS,VBZ,VBZ,False,2,50
8862,30,bock_cutting_1992_exp1,2,rel_ps,the tire - eaters who VBD the sideshow,VBP,VBZ,True,2,50
8863,31,bock_cutting_1992_exp1,2,rel_pp,the tire - eaters who VBD the NNS,VBP,VBZ,True,2,50
8868,36,bock_cutting_1992_exp1,3,prep_ss,the bright light in doctor smith 's examination room,VBZ,VBZ,False,2,50
8869,37,bock_cutting_1992_exp1,3,prep_sp,the bright light in doctor smith 's examination rooms,VBZ,VBZ,False,2,50
8870,38,bock_cutting_1992_exp1,3,prep_ps,the bright lights in doctor smith 's examination room,VBP,VBP,False,2,50
8871,39,bock_cutting_1992_exp1,3,prep_pp,the bright lights in doctor smith 's examination rooms,VBP,VBP,False,2,50
8872,40,bock_cutting_1992_exp1,3,rel_ss,the bright light that lit the small examination room,VBZ,VBZ,False,2,50
8873,41,bock_cutting_1992_exp1,3,rel_sp,the bright light that lit the small examination rooms,VBZ,VBP,True,2,50
8874,42,bock_cutting_1992_exp1,3,rel_ps,the bright lights that lit the small examination room,VBP,VBP,False,2,50
8875,43,bock_cutting_1992_exp1,3,rel_pp,the bright lights that lit the small examination rooms,VBP,VBP,False,2,50
8880,48,bock_cutting_1992_exp1,4,prep_ss,the security force at the giant manufacturing plant,VBZ,VBZ,False,2,50
8881,49,bock_cutting_1992_exp1,4,prep_sp,the security force at the giant manufacturing plants,VBZ,VBZ,False,2,50
8882,50,bock_cutting_1992_exp1,4,prep_ps,the security forces at the giant manufacturing plant,VBP,VBP,False,2,50
8883,51,bock_cutting_1992_exp1,4,prep_pp,the security forces at the giant manufacturing plants,VBP,VBP,False,2,50
8884,52,bock_cutting_1992_exp1,4,rel_ss,the security force that patrolled the manufacturing plant,VBZ,VBZ,False,2,50
8885,53,bock_cutting_1992_exp1,4,rel_sp,the security force that patrolled the manufacturing plants,VBZ,VBP,True,2,50
8886,54,bock_cutting_1992_exp1,4,rel_ps,the security forces that patrolled the manufacturing plant,VBP,VBP,False,2,50
8887,55,bock_cutting_1992_exp1,4,rel_pp,the security forces that patrolled the manufacturing plants,VBP,VBP,False,2,50
8892,60,bock_cutting_1992_exp1,5,prep_ss,the confession of the famous television preacher,VBZ,VBZ,False,2,50
8893,61,bock_cutting_1992_exp1,5,prep_sp,the confession of the famous television preachers,VBZ,VBZ,False,2,50
8894,62,bock_cutting_1992_exp1,5,prep_ps,the confessions of the famous television preacher,VBP,VBP,False,2,50
8895,63,bock_cutting_1992_exp1,5,prep_pp,the confessions of the famous television preachers,VBP,VBP,False,2,50
8896,64,bock_cutting_1992_exp1,5,rel_ss,the confession that involved the television preacher,VBZ,VBZ,False,2,50
8897,65,bock_cutting_1992_exp1,5,rel_sp,the confession that involved the television preachers,VBZ,VBZ,False,2,50
8898,66,bock_cutting_1992_exp1,5,rel_ps,the confessions that involved the television preacher,VBP,VBP,False,2,50
8899,67,bock_cutting_1992_exp1,5,rel_pp,the confessions that involved the television preachers,VBP,VBP,False,2,50
8904,72,bock_cutting_1992_exp1,6,prep_ss,the charismatic leader of the left - wing dissident group,VBZ,VBZ,False,2,50
8905,73,bock_cutting_1992_exp1,6,prep_sp,the charismatic leader of the left - wing dissident groups,VBZ,VBZ,False,2,50
8906,74,bock_cutting_1992_exp1,6,prep_ps,the charismatic leaders of the left - wing dissident group,VBP,VBP,False,2,50
8907,75,bock_cutting_1992_exp1,6,prep_pp,the charismatic leaders of the left - wing dissident groups,VBP,VBP,False,2,50
8908,76,bock_cutting_1992_exp1,6,rel_ss,the charismatic leader who addressed the dissident group,VBZ,VBZ,False,2,50
8909,77,bock_cutting_1992_exp1,6,rel_sp,the charismatic leader who addressed the dissident groups,VBZ,VBZ,False,2,50
8910,78,bock_cutting_1992_exp1,6,rel_ps,the charismatic leaders who addressed the dissident group,VBP,VBP,False,2,50
8911,79,bock_cutting_1992_exp1,6,rel_pp,the charismatic leaders who addressed the dissident groups,VBP,VBP,False,2,50
8916,84,bock_cutting_1992_exp1,7,prep_ss,the advisor for the chemistry student,VBZ,VBZ,False,2,50
8917,85,bock_cutting_1992_exp1,7,prep_sp,the advisor for the chemistry students,VBZ,VBZ,False,2,50
8918,86,bock_cutting_1992_exp1,7,prep_ps,the advisors for the chemistry student,VBP,VBP,False,2,50
8919,87,bock_cutting_1992_exp1,7,prep_pp,the advisors for the chemistry students,VBP,VBP,False,2,50
8920,88,bock_cutting_1992_exp1,7,rel_ss,the advisor who directed the student,VBZ,VBZ,False,2,50
8921,89,bock_cutting_1992_exp1,7,rel_sp,the advisor who directed the students,VBZ,VBP,True,2,50
8922,90,bock_cutting_1992_exp1,7,rel_ps,the advisors who directed the student,VBP,VBP,False,2,50
8923,91,bock_cutting_1992_exp1,7,rel_pp,the advisors who directed the students,VBP,VBP,False,2,50
8928,96,bock_cutting_1992_exp1,8,prep_ss,the superintendent of the technical school,VBZ,VBZ,False,2,50
8929,97,bock_cutting_1992_exp1,8,prep_sp,the superintendent of the technical schools,VBZ,VBZ,False,2,50
8930,98,bock_cutting_1992_exp1,8,prep_ps,the superintendents of the technical school,VBP,VBZ,True,2,50
8931,99,bock_cutting_1992_exp1,8,prep_pp,the superintendents of the technical schools,VBP,VBP,False,2,50
8932,100,bock_cutting_1992_exp1,8,rel_ss,the superintendent who inspected the school,VBZ,VBZ,False,2,50
8933,101,bock_cutting_1992_exp1,8,rel_sp,the superintendent who inspected the schools,VBZ,VBP,True,2,50
8934,102,bock_cutting_1992_exp1,8,rel_ps,the superintendents who inspected the school,VBP,VBZ,True,2,50
8935,103,bock_cutting_1992_exp1,8,rel_pp,the superintendents who inspected the schools,VBP,VBP,False,2,50
8940,108,bock_cutting_1992_exp1,9,prep_ss,the memo from the junior executive,VBZ,VBP,True,2,50
8941,109,bock_cutting_1992_exp1,9,prep_sp,the memo from the junior executives,VBZ,VBP,True,2,50
8942,110,bock_cutting_1992_exp1,9,prep_ps,the memos from the junior executive,VBP,VBZ,True,2,50
8943,111,bock_cutting_1992_exp1,9,prep_pp,the memos from the junior executives,VBP,VBP,False,2,50
8944,112,bock_cutting_1992_exp1,9,rel_ss,the memo that concerned the executive,VBZ,VBZ,False,2,50
8945,113,bock_cutting_1992_exp1,9,rel_sp,the memo that concerned the executives,VBZ,VBP,True,2,50
8946,114,bock_cutting_1992_exp1,9,rel_ps,the memos that concerned the executive,VBP,VBZ,True,2,50
8947,115,bock_cutting_1992_exp1,9,rel_pp,the memos that concerned the executives,VBP,VBP,False,2,50
8952,120,bock_cutting_1992_exp1,10,prep_ss,the neutral zone around the NNP solar system,VBZ,VBZ,False,2,50
8953,121,bock_cutting_1992_exp1,10,prep_sp,the neutral zone around the JJ solar systems,VBZ,VBZ,False,2,50
8954,122,bock_cutting_1992_exp1,10,prep_ps,the neutral zones around the NNP solar system,VBP,VBP,False,2,50
8955,123,bock_cutting_1992_exp1,10,prep_pp,the neutral zones around the JJ solar systems,VBP,VBP,False,2,50
8956,124,bock_cutting_1992_exp1,10,rel_ss,the neutral zone that split the NNP solar system,VBZ,VBZ,False,2,50
8957,125,bock_cutting_1992_exp1,10,rel_sp,the neutral zone that split the JJ solar systems,VBZ,VBZ,False,2,50
8958,126,bock_cutting_1992_exp1,10,rel_ps,the neutral zones that split the NNP solar system,VBP,VBP,False,2,50
8959,127,bock_cutting_1992_exp1,10,rel_pp,the neutral zones that split the JJ solar systems,VBP,VBP,False,2,50
8964,132,bock_cutting_1992_exp1,11,prep_ss,the traffic jam on the NNP street,VBZ,VBZ,False,2,50
8965,133,bock_cutting_1992_exp1,11,prep_sp,the traffic jam on the NNP streets,VBZ,VBZ,False,2,50
8966,134,bock_cutting_1992_exp1,11,prep_ps,the traffic jams on the NNP street,VBP,VBP,False,2,50
8967,135,bock_cutting_1992_exp1,11,prep_pp,the traffic jams on the NNP streets,VBP,VBP,False,2,50
8968,136,bock_cutting_1992_exp1,11,rel_ss,the traffic jam that obstructed the street,VBZ,VBZ,False,2,50
8969,137,bock_cutting_1992_exp1,11,rel_sp,the traffic jam that obstructed the streets,VBZ,VBZ,False,2,50
8970,138,bock_cutting_1992_exp1,11,rel_ps,the traffic jams that obstructed the street,VBP,VBP,False,2,50
8971,139,bock_cutting_1992_exp1,11,rel_pp,the traffic jams that obstructed the streets,VBP,VBP,False,2,50
8976,144,bock_cutting_1992_exp1,12,prep_ss,the office of the certified accountant,VBZ,VBZ,False,2,50
8977,145,bock_cutting_1992_exp1,12,prep_sp,the office of the certified accountants,VBZ,VBZ,False,2,50
8978,146,bock_cutting_1992_exp1,12,prep_ps,the offices of the certified accountant,VBP,VBP,False,2,50
8979,147,bock_cutting_1992_exp1,12,prep_pp,the offices of the certified accountants,VBP,VBP,False,2,50
8980,148,bock_cutting_1992_exp1,12,rel_ss,the office that belonged to the accountant,VBZ,VBZ,False,2,50
8981,149,bock_cutting_1992_exp1,12,rel_sp,the office that belonged to the accountants,VBZ,VBZ,False,2,50
8982,150,bock_cutting_1992_exp1,12,rel_ps,the offices that belonged to the accountant,VBP,VBP,False,2,50
8983,151,bock_cutting_1992_exp1,12,rel_pp,the offices that belonged to the accountants,VBP,VBP,False,2,50
8988,156,bock_cutting_1992_exp1,13,prep_ss,the rebel soldier in the furious battle,VBZ,VBZ,False,2,50
8989,157,bock_cutting_1992_exp1,13,prep_sp,the rebel soldier in the furious battles,VBZ,VBZ,False,2,50
8990,158,bock_cutting_1992_exp1,13,prep_ps,the rebel soldiers in the furious battle,VBP,VBP,False,2,50
8991,159,bock_cutting_1992_exp1,13,prep_pp,the rebel soldiers in the furious battles,VBP,VBP,False,2,50
8992,160,bock_cutting_1992_exp1,13,rel_ss,the rebel soldier who deserted the battle,VBZ,VBZ,False,2,50
8993,161,bock_cutting_1992_exp1,13,rel_sp,the rebel soldier who deserted the battles,VBZ,VBP,True,2,50
8994,162,bock_cutting_1992_exp1,13,rel_ps,the rebel soldiers who deserted the battle,VBP,VBP,False,2,50
8995,163,bock_cutting_1992_exp1,13,rel_pp,the rebel soldiers who deserted the battles,VBP,VBP,False,2,50
9000,168,bock_cutting_1992_exp1,14,prep_ss,the actor in the blockbuster film,VBZ,VBZ,False,2,50
9001,169,bock_cutting_1992_exp1,14,prep_sp,the actor in the blockbuster films,VBZ,VBZ,False,2,50
9002,170,bock_cutting_1992_exp1,14,prep_ps,the actors in the blockbuster film,VBP,VBP,False,2,50
9003,171,bock_cutting_1992_exp1,14,prep_pp,the actors in the blockbuster films,VBP,VBP,False,2,50
9004,172,bock_cutting_1992_exp1,14,rel_ss,the actor who directed the film,VBZ,VBZ,False,2,50
9005,173,bock_cutting_1992_exp1,14,rel_sp,the actor who directed the films,VBZ,VBZ,False,2,50
9006,174,bock_cutting_1992_exp1,14,rel_ps,the actors who directed the film,VBP,VBP,False,2,50
9007,175,bock_cutting_1992_exp1,14,rel_pp,the actors who directed the films,VBP,VBP,False,2,50
9012,180,bock_cutting_1992_exp1,15,prep_ss,the consultant for the growing firm,VBZ,VBZ,False,2,50
9013,181,bock_cutting_1992_exp1,15,prep_sp,the consultant for the growing firms,VBZ,VBZ,False,2,50
9014,182,bock_cutting_1992_exp1,15,prep_ps,the consultants for the growing firm,VBP,VBP,False,2,50
9015,183,bock_cutting_1992_exp1,15,prep_pp,the consultants for the growing firms,VBP,VBP,False,2,50
9016,184,bock_cutting_1992_exp1,15,rel_ss,the consultant who advised the firm,VBZ,VBZ,False,2,50
9017,185,bock_cutting_1992_exp1,15,rel_sp,the consultant who advised the firms,VBZ,VBZ,False,2,50
9018,186,bock_cutting_1992_exp1,15,rel_ps,the consultants who advised the firm,VBP,VBP,False,2,50
9019,187,bock_cutting_1992_exp1,15,rel_pp,the consultants who advised the firms,VBP,VBP,False,2,50
9024,192,bock_cutting_1992_exp1,16,prep_ss,the teaching assistant for the physics lab,VBZ,VBZ,False,2,50
9025,193,bock_cutting_1992_exp1,16,prep_sp,the teaching assistant for the physics labs,VBZ,VBZ,False,2,50
9026,194,bock_cutting_1992_exp1,16,prep_ps,the teaching assistants for the physics lab,VBP,VBP,False,2,50
9027,195,bock_cutting_1992_exp1,16,prep_pp,the teaching assistants for the physics labs,VBP,VBP,False,2,50
9028,196,bock_cutting_1992_exp1,16,rel_ss,the teaching assistant who prepared the lab,VBZ,VBZ,False,2,50
9029,197,bock_cutting_1992_exp1,16,rel_sp,the teaching assistant who prepared the labs,VBZ,VBZ,False,2,50
9030,198,bock_cutting_1992_exp1,16,rel_ps,the teaching assistants who prepared the lab,VBP,VBP,False,2,50
9031,199,bock_cutting_1992_exp1,16,rel_pp,the teaching assistants who prepared the labs,VBP,VBP,False,2,50
9036,204,bock_cutting_1992_exp1,17,prep_ss,the courier with the diplomat 's message,VBZ,VBZ,False,2,50
9037,205,bock_cutting_1992_exp1,17,prep_sp,the courier with the diplomat 's messages,VBZ,VBZ,False,2,50
9038,206,bock_cutting_1992_exp1,17,prep_ps,the NNS with the diplomat 's message,VBP,VBZ,True,2,50
9039,207,bock_cutting_1992_exp1,17,prep_pp,the NNS with the diplomat 's messages,VBP,VBP,False,2,50
9040,208,bock_cutting_1992_exp1,17,rel_ss,the courier who delivered the message,VBZ,VBZ,False,2,50
9041,209,bock_cutting_1992_exp1,17,rel_sp,the courier who delivered the messages,VBZ,VBZ,False,2,50
9042,210,bock_cutting_1992_exp1,17,rel_ps,the NNS who delivered the message,VBP,VBZ,True,2,50
9043,211,bock_cutting_1992_exp1,17,rel_pp,the NNS who delivered the messages,VBP,VBP,False,2,50
9048,216,bock_cutting_1992_exp1,18,prep_ss,the star of the broadway musical,VBZ,VBZ,False,2,50
9049,217,bock_cutting_1992_exp1,18,prep_sp,the star of the broadway musicals,VBZ,VBZ,False,2,50
9050,218,bock_cutting_1992_exp1,18,prep_ps,the stars of the broadway musical,VBP,VBP,False,2,50
9051,219,bock_cutting_1992_exp1,18,prep_pp,the stars of the broadway musicals,VBP,VBP,False,2,50
9052,220,bock_cutting_1992_exp1,18,rel_ss,the star who revived the musical,VBZ,VBZ,False,2,50
9053,221,bock_cutting_1992_exp1,18,rel_sp,the star who revived the musicals,VBZ,VBZ,False,2,50
9054,222,bock_cutting_1992_exp1,18,rel_ps,the stars who revived the musical,VBP,VBP,False,2,50
9055,223,bock_cutting_1992_exp1,18,rel_pp,the stars who revived the musicals,VBP,VBP,False,2,50
9060,228,bock_cutting_1992_exp1,19,prep_ss,the corporation with the banking monopoly,VBZ,VBZ,False,2,50
9061,229,bock_cutting_1992_exp1,19,prep_sp,the corporation with the banking monopolies,VBZ,VBZ,False,2,50
9062,230,bock_cutting_1992_exp1,19,prep_ps,the corporations with the banking monopoly,VBP,VBP,False,2,50
9063,231,bock_cutting_1992_exp1,19,prep_pp,the corporations with the banking monopolies,VBP,VBP,False,2,50
9064,232,bock_cutting_1992_exp1,19,rel_ss,the corporation that dissolved the monopoly,VBZ,VBZ,False,2,50
9065,233,bock_cutting_1992_exp1,19,rel_sp,the corporation that dissolved the monopolies,VBZ,VBZ,False,2,50
9066,234,bock_cutting_1992_exp1,19,rel_ps,the corporations that dissolved the monopoly,VBP,VBP,False,2,50
9067,235,bock_cutting_1992_exp1,19,rel_pp,the corporations that dissolved the monopolies,VBP,VBP,False,2,50
9072,240,bock_cutting_1992_exp1,20,prep_ss,the picture of the prominent politician,VBZ,VBZ,False,2,50
9073,241,bock_cutting_1992_exp1,20,prep_sp,the picture of the prominent politicians,VBZ,VBZ,False,2,50
9074,242,bock_cutting_1992_exp1,20,prep_ps,the pictures of the prominent politician,VBP,VBP,False,2,50
9075,243,bock_cutting_1992_exp1,20,prep_pp,the pictures of the prominent politicians,VBP,VBP,False,2,50
9076,244,bock_cutting_1992_exp1,20,rel_ss,the picture that embarrassed the politician,VBZ,VBZ,False,2,50
9077,245,bock_cutting_1992_exp1,20,rel_sp,the picture that embarrassed the politicians,VBZ,VBZ,False,2,50
9078,246,bock_cutting_1992_exp1,20,rel_ps,the pictures that embarrassed the politician,VBP,VBP,False,2,50
9079,247,bock_cutting_1992_exp1,20,rel_pp,the pictures that embarrassed the politicians,VBP,VBP,False,2,50
9084,252,bock_cutting_1992_exp1,21,prep_ss,the composer of the modern opera,VBZ,VBZ,False,2,50
9085,253,bock_cutting_1992_exp1,21,prep_sp,the composer of the modern operas,VBZ,VBZ,False,2,50
9086,254,bock_cutting_1992_exp1,21,prep_ps,the composers of the modern opera,VBP,VBP,False,2,50
9087,255,bock_cutting_1992_exp1,21,prep_pp,the composers of the modern operas,VBP,VBP,False,2,50
9088,256,bock_cutting_1992_exp1,21,rel_ss,the composer who rewrote the opera,VBZ,VBZ,False,2,50
9089,257,bock_cutting_1992_exp1,21,rel_sp,the composer who rewrote the operas,VBZ,VBZ,False,2,50
9090,258,bock_cutting_1992_exp1,21,rel_ps,the composers who rewrote the opera,VBP,VBP,False,2,50
9091,259,bock_cutting_1992_exp1,21,rel_pp,the composers who rewrote the operas,VBP,VBP,False,2,50
9096,264,bock_cutting_1992_exp1,22,prep_ss,the teacher with the special education certificate,VBZ,VBZ,False,2,50
9097,265,bock_cutting_1992_exp1,22,prep_sp,the teacher with the special education certificates,VBZ,VBZ,False,2,50
9098,266,bock_cutting_1992_exp1,22,prep_ps,the teachers with the special education certificate,VBP,VBP,False,2,50
9099,267,bock_cutting_1992_exp1,22,prep_pp,the teachers with the special education certificates,VBP,VBP,False,2,50
9100,268,bock_cutting_1992_exp1,22,rel_ss,the teacher who received the education certificate,VBZ,VBZ,False,2,50
9101,269,bock_cutting_1992_exp1,22,rel_sp,the teacher who received the education certificates,VBZ,VBZ,False,2,50
9102,270,bock_cutting_1992_exp1,22,rel_ps,the teachers who received the education certificate,VBP,VBP,False,2,50
9103,271,bock_cutting_1992_exp1,22,rel_pp,the teachers who received the education certificates,VBP,VBP,False,2,50
9108,276,bock_cutting_1992_exp1,23,prep_ss,the speaker at the union meeting,VBZ,VBZ,False,2,50
9109,277,bock_cutting_1992_exp1,23,prep_sp,the speaker at the union meetings,VBZ,VBZ,False,2,50
9110,278,bock_cutting_1992_exp1,23,prep_ps,the speakers at the union meeting,VBP,VBP,False,2,50
9111,279,bock_cutting_1992_exp1,23,prep_pp,the speakers at the union meetings,VBP,VBP,False,2,50
9112,280,bock_cutting_1992_exp1,23,rel_ss,the speaker who addressed the meeting,VBZ,VBZ,False,2,50
9113,281,bock_cutting_1992_exp1,23,rel_sp,the speaker who addressed the meetings,VBZ,VBZ,False,2,50
9114,282,bock_cutting_1992_exp1,23,rel_ps,the speakers who addressed the meeting,VBP,VBP,False,2,50
9115,283,bock_cutting_1992_exp1,23,rel_pp,the speakers who addressed the meetings,VBP,VBP,False,2,50
9120,288,bock_cutting_1992_exp1,24,prep_ss,the director of the forthcoming motion picture,VBZ,VBZ,False,2,50
9121,289,bock_cutting_1992_exp1,24,prep_sp,the director of the forthcoming motion pictures,VBZ,VBZ,False,2,50
9122,290,bock_cutting_1992_exp1,24,prep_ps,the directors of the forthcoming motion picture,VBP,VBP,False,2,50
9123,291,bock_cutting_1992_exp1,24,prep_pp,the directors of the forthcoming motion pictures,VBP,VBP,False,2,50
9124,292,bock_cutting_1992_exp1,24,rel_ss,the director who created the motion picture,VBZ,VBZ,False,2,50
9125,293,bock_cutting_1992_exp1,24,rel_sp,the director who created the motion pictures,VBZ,VBZ,False,2,50
9126,294,bock_cutting_1992_exp1,24,rel_ps,the directors who created the motion picture,VBP,VBP,False,2,50
9127,295,bock_cutting_1992_exp1,24,rel_pp,the directors who created the motion pictures,VBP,VBP,False,2,50
9132,300,bock_cutting_1992_exp1,25,prep_ss,the applicant for the corporate scholarship,VBZ,VBZ,False,2,50
9133,301,bock_cutting_1992_exp1,25,prep_sp,the applicant for the corporate scholarships,VBZ,VBZ,False,2,50
9134,302,bock_cutting_1992_exp1,25,prep_ps,the applicants for the corporate scholarship,VBP,VBP,False,2,50
9135,303,bock_cutting_1992_exp1,25,prep_pp,the applicants for the corporate scholarships,VBP,VBP,False,2,50
9136,304,bock_cutting_1992_exp1,25,rel_ss,the applicant who accepted the scholarship,VBZ,VBZ,False,2,50
9137,305,bock_cutting_1992_exp1,25,rel_sp,the applicant who accepted the scholarships,VBZ,VBP,True,2,50
9138,306,bock_cutting_1992_exp1,25,rel_ps,the applicants who accepted the scholarship,VBP,VBP,False,2,50
9139,307,bock_cutting_1992_exp1,25,rel_pp,the applicants who accepted the scholarships,VBP,VBP,False,2,50
9144,312,bock_cutting_1992_exp1,26,prep_ss,the editor of the history book,VBZ,VBZ,False,2,50
9145,313,bock_cutting_1992_exp1,26,prep_sp,the editor of the history books,VBZ,VBZ,False,2,50
9146,314,bock_cutting_1992_exp1,26,prep_ps,the editors of the history book,VBP,VBP,False,2,50
9147,315,bock_cutting_1992_exp1,26,prep_pp,the editors of the history books,VBP,VBP,False,2,50
9148,316,bock_cutting_1992_exp1,26,rel_ss,the editor who rejected the book,VBZ,VBZ,False,2,50
9149,317,bock_cutting_1992_exp1,26,rel_sp,the editor who rejected the books,VBZ,VBZ,False,2,50
9150,318,bock_cutting_1992_exp1,26,rel_ps,the editors who rejected the book,VBP,VBP,False,2,50
9151,319,bock_cutting_1992_exp1,26,rel_pp,the editors who rejected the books,VBP,VBP,False,2,50
9156,324,bock_cutting_1992_exp1,27,prep_ss,the laboratory with the analog computer,VBZ,VBZ,False,2,50
9157,325,bock_cutting_1992_exp1,27,prep_sp,the laboratory with the analog computers,VBZ,VBZ,False,2,50
9158,326,bock_cutting_1992_exp1,27,prep_ps,the laboratories with the analog computer,VBP,VBP,False,2,50
9159,327,bock_cutting_1992_exp1,27,prep_pp,the laboratories with the analog computers,VBP,VBP,False,2,50
9160,328,bock_cutting_1992_exp1,27,rel_ss,the laboratory that invented the computer,VBZ,VBZ,False,2,50
9161,329,bock_cutting_1992_exp1,27,rel_sp,the laboratory that invented the computers,VBZ,VBZ,False,2,50
9162,330,bock_cutting_1992_exp1,27,rel_ps,the laboratories that invented the computer,VBP,VBP,False,2,50
9163,331,bock_cutting_1992_exp1,27,rel_pp,the laboratories that invented the computers,VBP,VBP,False,2,50
9168,336,bock_cutting_1992_exp1,28,prep_ss,the demonstrator at the political rally,VBZ,VBZ,False,2,50
9169,337,bock_cutting_1992_exp1,28,prep_sp,the demonstrator at the political rallies,VBZ,VBZ,False,2,50
9170,338,bock_cutting_1992_exp1,28,prep_ps,the demonstrators at the political rally,VBP,VBP,False,2,50
9171,339,bock_cutting_1992_exp1,28,prep_pp,the demonstrators at the political rallies,VBP,VBP,False,2,50
9172,340,bock_cutting_1992_exp1,28,rel_ss,the demonstrator that interrupted the rally,VBZ,VBZ,False,2,50
9173,341,bock_cutting_1992_exp1,28,rel_sp,the demonstrator that interrupted the rallies,VBZ,VBZ,False,2,50
9174,342,bock_cutting_1992_exp1,28,rel_ps,the demonstrators that interrupted the rally,VBP,VBP,False,2,50
9175,343,bock_cutting_1992_exp1,28,rel_pp,the demonstrators that interrupted the rallies,VBP,VBP,False,2,50
9180,348,bock_cutting_1992_exp1,29,prep_ss,the student in the spanish class,VBZ,VBZ,False,2,50
9181,349,bock_cutting_1992_exp1,29,prep_sp,the student in the spanish classes,VBZ,VBZ,False,2,50
9182,350,bock_cutting_1992_exp1,29,prep_ps,the students in the spanish class,VBP,VBP,False,2,50
9183,351,bock_cutting_1992_exp1,29,prep_pp,the students in the spanish classes,VBP,VBP,False,2,50
9184,352,bock_cutting_1992_exp1,29,rel_ss,the student who had failed the class,VBZ,VBZ,False,2,50
9185,353,bock_cutting_1992_exp1,29,rel_sp,the student who had failed the classes,VBZ,VBZ,False,2,50
9186,354,bock_cutting_1992_exp1,29,rel_ps,the students who had failed the class,VBP,VBP,False,2,50
9187,355,bock_cutting_1992_exp1,29,rel_pp,the students who had failed the classes,VBP,VBP,False,2,50
9192,360,bock_cutting_1992_exp1,30,prep_ss,the peace corps volunteer in the african village,VBZ,VBZ,False,2,50
9193,361,bock_cutting_1992_exp1,30,prep_sp,the peace corps volunteer in the african villages,VBZ,VBZ,False,2,50
9194,362,bock_cutting_1992_exp1,30,prep_ps,the peace corps volunteers in the african village,VBP,VBP,False,2,50
9195,363,bock_cutting_1992_exp1,30,prep_pp,the peace corps volunteers in the african villages,VBP,VBP,False,2,50
9196,364,bock_cutting_1992_exp1,30,rel_ss,the peace corps volunteer who assisted the village,VBZ,VBZ,False,2,50
9197,365,bock_cutting_1992_exp1,30,rel_sp,the peace corps volunteer who assisted the villages,VBZ,VBZ,False,2,50
9198,366,bock_cutting_1992_exp1,30,rel_ps,the peace corps volunteers who assisted the village,VBP,VBP,False,2,50
9199,367,bock_cutting_1992_exp1,30,rel_pp,the peace corps volunteers who assisted the villages,VBP,VBP,False,2,50
9204,372,bock_cutting_1992_exp1,31,prep_ss,the ruler of the roman city - state,VBZ,VBZ,False,2,50
9205,373,bock_cutting_1992_exp1,31,prep_sp,the ruler of the roman city - states,VBZ,VBZ,False,2,50
9206,374,bock_cutting_1992_exp1,31,prep_ps,the rulers of the roman city - state,VBP,VBZ,True,2,50
9207,375,bock_cutting_1992_exp1,31,prep_pp,the rulers of the roman city - states,VBP,VBP,False,2,50
9208,376,bock_cutting_1992_exp1,31,rel_ss,the ruler who enslaved the city - state,VBZ,VBZ,False,2,50
9209,377,bock_cutting_1992_exp1,31,rel_sp,the ruler who enslaved the city - states,VBZ,VBZ,False,2,50
9210,378,bock_cutting_1992_exp1,31,rel_ps,the rulers who enslaved the city - state,VBP,VBP,False,2,50
9211,379,bock_cutting_1992_exp1,31,rel_pp,the rulers who enslaved the city - states,VBP,VBP,False,2,50
9216,0,bock_cutting_1992_exp1,0,prep_ss,the demo tape from the popular rock singer,VBZ,VBZ,False,3,50
9217,1,bock_cutting_1992_exp1,0,prep_sp,the demo tape from the popular rock singers,VBZ,VBZ,False,3,50
9218,2,bock_cutting_1992_exp1,0,prep_ps,the demo tapes from the popular rock singer,VBP,VBP,False,3,50
9219,3,bock_cutting_1992_exp1,0,prep_pp,the demo tapes from the popular rock singers,VBP,VBP,False,3,50
9220,4,bock_cutting_1992_exp1,0,rel_ss,the demo tape that promoted the rock singer,VBZ,VBZ,False,3,50
9221,5,bock_cutting_1992_exp1,0,rel_sp,the demo tape that promoted the rock singers,VBZ,VBZ,False,3,50
9222,6,bock_cutting_1992_exp1,0,rel_ps,the demo tapes that promoted the rock singer,VBP,VBP,False,3,50
9223,7,bock_cutting_1992_exp1,0,rel_pp,the demo tapes that promoted the rock singers,VBP,VBP,False,3,50
9228,12,bock_cutting_1992_exp1,1,prep_ss,the pamphlet from the british government agency,VBZ,VBZ,False,3,50
9229,13,bock_cutting_1992_exp1,1,prep_sp,the pamphlet from the british government agencies,VBZ,VBZ,False,3,50
9230,14,bock_cutting_1992_exp1,1,prep_ps,the pamphlets from the british government agency,VBP,VBP,False,3,50
9231,15,bock_cutting_1992_exp1,1,prep_pp,the pamphlets from the british government agencies,VBP,VBP,False,3,50
