ID,List,Item,Condition,Matrix_num,Match,phrase_type,meanRTperword,Preamble,Correct,RT,Exp
58cf36c03783090001b4b12d,2,13,sp_rel,s,0,rel,261.7142857142857,The office that belonged to the accountants,1,826,EXP2
58cf36c03783090001b4b12d,2,59,filler,-,-,-,226.33333333333334,These crooked prongs,1,926,EXP2
58cf36c03783090001b4b12d,2,43,filler,-,-,-,257.3333333333333,All the cats,1,774,EXP2
58cf36c03783090001b4b12d,2,8,ps_prep,p,0,prep,238.0,The advisors for the chemistry student,0,994,EXP2
58cf36c03783090001b4b12d,2,35,filler,-,-,-,284.5,The fire,1,1110,EXP2
58cf36c03783090001b4b12d,2,23,pp_prep,p,1,prep,254.28571428571428,The teachers with the special education certificates,1,1079,EXP2
58cf36c03783090001b4b12d,2,39,filler,-,-,-,226.0,Every child,1,672,EXP2
58cf36c03783090001b4b12d,2,20,ps_rel,p,0,rel,246.0,The corporations that dissolved the monopoly,1,923,EXP2
58cf36c03783090001b4b12d,2,51,filler,-,-,-,218.66666666666666,The Prime Minister,1,711,EXP2
58cf36c03783090001b4b12d,2,36,filler,-,-,-,286.6666666666667,The slimy frog,1,467,EXP2
58cf36c03783090001b4b12d,2,14,ss_rel,s,1,rel,250.85714285714286,The rebel soldier who deserted the battle,1,547,EXP2
58cf36c03783090001b4b12d,2,52,filler,-,-,-,209.0,The lazy student,1,503,EXP2
58cf36c03783090001b4b12d,2,17,sp_prep,s,0,prep,229.71428571428572,The teaching assistant for the physics labs,1,591,EXP2
58cf36c03783090001b4b12d,2,84,filler,-,-,-,218.66666666666666,A faulty zipper,1,687,EXP2
58cf36c03783090001b4b12d,2,67,filler,-,-,-,218.66666666666666,This short skirt,1,539,EXP2
58cf36c03783090001b4b12d,2,2,ss_prep,s,1,prep,232.57142857142858,The pamphlet from the British government agency,1,539,EXP2
58cf36c03783090001b4b12d,2,33,filler,-,-,-,250.66666666666666,The unhappy man,1,739,EXP2
58cf36c03783090001b4b12d,2,11,pp_rel,p,1,rel,240.44444444444446,The neutral zones that split the Arcturian solar systems,1,643,EXP2
58cf36c03783090001b4b12d,2,46,filler,-,-,-,259.5,The policemen,1,675,EXP2
58cf36c03783090001b4b12d,2,75,filler,-,-,-,238.0,A train,1,595,EXP2
58cf36c03783090001b4b12d,2,12,ps_rel,p,0,rel,236.57142857142858,The traffic jams that obstructed the street,1,571,EXP2
58cf36c03783090001b4b12d,2,63,filler,-,-,-,256.0,The cracked knob,1,599,EXP2
58cf36c03783090001b4b12d,2,18,ss_prep,s,1,prep,227.16666666666666,The courier with the diplomat's message,1,688,EXP2
58cf36c03783090001b4b12d,2,45,filler,-,-,-,240.0,A hunter,1,513,EXP2
58cf36c03783090001b4b12d,2,27,pp_rel,p,1,rel,227.33333333333334,The editors who rejected the books,1,517,EXP2
58cf36c03783090001b4b12d,2,87,filler,-,-,-,240.0,Each fork,1,529,EXP2
58cf36c03783090001b4b12d,2,57,filler,-,-,-,266.3333333333333,The wobbly leg,1,432,EXP2
58cf36c03783090001b4b12d,2,30,ss_rel,s,1,rel,229.14285714285714,The student who had failed the class,1,645,EXP2
58cf36c03783090001b4b12d,2,62,filler,-,-,-,224.5,The newspaper,1,628,EXP2
58cf36c03783090001b4b12d,2,24,ps_prep,p,0,prep,227.33333333333334,The speakers at the union meeting,1,565,EXP2
58cf36c03783090001b4b12d,2,61,filler,-,-,-,286.6666666666667,A tight glove,1,460,EXP2
58cf36c03783090001b4b12d,2,54,filler,-,-,-,240.0,The bike,1,465,EXP2
58cf36c03783090001b4b12d,2,9,sp_prep,s,0,prep,249.83333333333334,The superintendent of the technical schools,1,397,EXP2
58cf36c03783090001b4b12d,2,80,filler,-,-,-,228.0,The roses,1,709,EXP2
58cf36c03783090001b4b12d,2,7,pp_prep,p,1,prep,221.5,The charismatic leaders of the left-wing dissident groups,1,621,EXP2
58cf36c03783090001b4b12d,2,44,filler,-,-,-,226.66666666666666,This mad scientist,1,516,EXP2
58cf36c03783090001b4b12d,2,64,filler,-,-,-,236.33333333333334,The rusty blades,1,661,EXP2
58cf36c03783090001b4b12d,2,21,sp_rel,s,0,rel,225.5,The picture that embarrassed the politicians,1,861,EXP2
58cf36c03783090001b4b12d,2,56,filler,-,-,-,223.5,The laptop,1,489,EXP2
58cf36c03783090001b4b12d,2,26,ss_prep,s,1,prep,221.83333333333334,The applicant for the corporate scholarship,1,621,EXP2
58cf36c03783090001b4b12d,2,71,filler,-,-,-,220.5,Those plants,1,613,EXP2
58cf36c03783090001b4b12d,2,25,sp_prep,s,0,prep,218.71428571428572,The director of the forthcoming motion pictures,1,421,EXP2
58cf36c03783090001b4b12d,2,65,filler,-,-,-,229.5,The chain,1,550,EXP2
58cf36c03783090001b4b12d,2,85,filler,-,-,-,224.0,This chain,1,490,EXP2
58cf36c03783090001b4b12d,2,29,sp_rel,s,0,rel,250.0,The demonstrator that interrupted the rallies,1,418,EXP2
58cf36c03783090001b4b12d,2,77,filler,-,-,-,235.5,An oven,1,514,EXP2
58cf36c03783090001b4b12d,2,73,filler,-,-,-,236.33333333333334,The broken printers,1,706,EXP2
58cf36c03783090001b4b12d,2,16,ps_prep,p,0,prep,222.66666666666666,The consultants for the growing firm,1,425,EXP2
58cf36c03783090001b4b12d,2,68,filler,-,-,-,212.0,These churches,1,470,EXP2
58cf36c03783090001b4b12d,2,15,pp_prep,p,1,prep,218.66666666666666,The actors in the blockbuster films,1,410,EXP2
58cf36c03783090001b4b12d,2,74,filler,-,-,-,242.0,The coat,1,461,EXP2
58cf36c03783090001b4b12d,2,60,filler,-,-,-,222.0,A purse,1,517,EXP2
58cf36c03783090001b4b12d,2,28,ps_rel,p,0,rel,230.83333333333334,The laboratories that invented the computer,1,425,EXP2
58cf36c03783090001b4b12d,2,40,filler,-,-,-,233.33333333333334,Those unlucky firemen,0,653,EXP2
58cf36c03783090001b4b12d,2,83,filler,-,-,-,278.6666666666667,The kitchen sink,1,602,EXP2
58cf36c03783090001b4b12d,2,22,ss_rel,s,1,rel,240.66666666666666,The composer who rewrote the opera,1,521,EXP2
58cf36c03783090001b4b12d,2,86,filler,-,-,-,229.33333333333334,That dull razor,1,1161,EXP2
58cf36c03783090001b4b12d,2,88,filler,-,-,-,216.0,Those shoes,1,529,EXP2
58cf36c03783090001b4b12d,2,19,pp_rel,p,1,rel,224.66666666666666,The stars who revived the musicals,1,825,EXP2
58cf36c03783090001b4b12d,2,58,filler,-,-,-,214.66666666666666,Some iron railings,1,558,EXP2
58cf36c03783090001b4b12d,2,78,filler,-,-,-,223.0,Some loud speakers,1,513,EXP2
58f669cefb4d7500014af69b,2,70,filler,-,-,-,439.0,This shoe,1,832,EXP2
58f669cefb4d7500014af69b,2,38,filler,-,-,-,484.0,Some roosters,1,550,EXP2
58f669cefb4d7500014af69b,2,55,filler,-,-,-,495.5,Some chairs,1,517,EXP2
58f669cefb4d7500014af69b,2,72,filler,-,-,-,433.0,A staircase,1,518,EXP2
58f669cefb4d7500014af69b,2,48,filler,-,-,-,491.0,Some terminal diseases,1,584,EXP2
58f669cefb4d7500014af69b,2,37,filler,-,-,-,442.6666666666667,These hungry boys,1,539,EXP2
58f669cefb4d7500014af69b,2,66,filler,-,-,-,405.5,The jackets,1,562,EXP2
58f669cefb4d7500014af69b,2,41,filler,-,-,-,416.3333333333333,A helpless lamb,1,528,EXP2
58f669cefb4d7500014af69b,2,10,ss_prep,s,1,prep,399.3333333333333,The memo from the junior executive,1,764,EXP2
58f669cefb4d7500014af69b,2,69,filler,-,-,-,461.3333333333333,The tight fingers,1,483,EXP2
58f669cefb4d7500014af69b,2,3,pp_rel,p,1,rel,485.5,The tire-eaters who enlivened the sideshows,1,461,EXP2
58f669cefb4d7500014af69b,2,50,filler,-,-,-,405.0,The President,1,438,EXP2
58f669cefb4d7500014af69b,2,49,filler,-,-,-,506.3333333333333,A quiet librarian,1,382,EXP2
58f669cefb4d7500014af69b,2,4,ps_rel,p,0,rel,441.3333333333333,The bright lights that lit the small examination room,1,460,EXP2
58f669cefb4d7500014af69b,2,42,filler,-,-,-,545.5,The farmers,1,450,EXP2
58f669cefb4d7500014af69b,2,6,ss_rel,s,1,rel,456.42857142857144,The confession that involved the television preacher,1,505,EXP2
58f669cefb4d7500014af69b,2,47,filler,-,-,-,543.6666666666666,The unavoidable disaster,1,405,EXP2
58f669cefb4d7500014af69b,2,1,sp_prep,s,0,prep,375.5,The demo tape from the popular rock singers,0,742,EXP2
58f669cefb4d7500014af69b,2,34,filler,-,-,-,427.5,The dog,1,539,EXP2
58f669cefb4d7500014af69b,2,53,filler,-,-,-,420.3333333333333,The prickly thorns,1,382,EXP2
58f669cefb4d7500014af69b,2,5,sp_rel,s,0,rel,410.625,The security force that patrolled the manufacturing plants,1,989,EXP2
58f669cefb4d7500014af69b,2,82,filler,-,-,-,454.0,The icy wings,1,337,EXP2
58f669cefb4d7500014af69b,2,32,ps_prep,p,0,prep,491.3333333333333,The rulers of the Roman city-state,1,517,EXP2
58f669cefb4d7500014af69b,2,81,filler,-,-,-,427.5,These radios,1,371,EXP2
58f669cefb4d7500014af69b,2,79,filler,-,-,-,465.0,A closed drawer,1,934,EXP2
58f669cefb4d7500014af69b,2,31,pp_prep,p,1,prep,406.5,The Peace Corps volunteers in the African villages,1,393,EXP2
58f669cefb4d7500014af69b,2,76,filler,-,-,-,476.0,The gooey filling,1,303,EXP2
58f669cefb4d7500014af69b,2,13,sp_rel,s,0,rel,364.85714285714283,The office that belonged to the accountants,1,754,EXP2
58f669cefb4d7500014af69b,2,59,filler,-,-,-,514.0,These crooked prongs,1,325,EXP2
58f669cefb4d7500014af69b,2,43,filler,-,-,-,468.6666666666667,All the cats,1,348,EXP2
58f669cefb4d7500014af69b,2,8,ps_prep,p,0,prep,405.0,The advisors for the chemistry student,1,494,EXP2
58f669cefb4d7500014af69b,2,35,filler,-,-,-,478.5,The fire,1,315,EXP2
58f669cefb4d7500014af69b,2,23,pp_prep,p,1,prep,419.42857142857144,The teachers with the special education certificates,1,382,EXP2
58f669cefb4d7500014af69b,2,39,filler,-,-,-,607.5,Every child,1,214,EXP2
58f669cefb4d7500014af69b,2,20,ps_rel,p,0,rel,579.5,The corporations that dissolved the monopoly,1,420,EXP2
58f669cefb4d7500014af69b,2,51,filler,-,-,-,405.0,The Prime Minister,1,225,EXP2
58f669cefb4d7500014af69b,2,36,filler,-,-,-,438.6666666666667,The slimy frog,1,213,EXP2
58f669cefb4d7500014af69b,2,14,ss_rel,s,1,rel,374.42857142857144,The rebel soldier who deserted the battle,1,258,EXP2
58f669cefb4d7500014af69b,2,52,filler,-,-,-,352.6666666666667,The lazy student,1,258,EXP2
58f669cefb4d7500014af69b,2,17,sp_prep,s,0,prep,506.2857142857143,The teaching assistant for the physics labs,1,944,EXP2
58f669cefb4d7500014af69b,2,84,filler,-,-,-,442.3333333333333,A faulty zipper,1,214,EXP2
58f669cefb4d7500014af69b,2,67,filler,-,-,-,416.3333333333333,This short skirt,1,190,EXP2
58f669cefb4d7500014af69b,2,2,ss_prep,s,1,prep,345.57142857142856,The pamphlet from the British government agency,1,393,EXP2
58f669cefb4d7500014af69b,2,33,filler,-,-,-,386.3333333333333,The unhappy man,1,213,EXP2
58f669cefb4d7500014af69b,2,11,pp_rel,p,1,rel,365.1111111111111,The neutral zones that split the Arcturian solar systems,1,281,EXP2
58f669cefb4d7500014af69b,2,46,filler,-,-,-,371.0,The policemen,0,292,EXP2
58f669cefb4d7500014af69b,2,75,filler,-,-,-,500.5,A train,1,303,EXP2
58f669cefb4d7500014af69b,2,12,ps_rel,p,0,rel,335.85714285714283,The traffic jams that obstructed the street,1,652,EXP2
58f669cefb4d7500014af69b,2,63,filler,-,-,-,588.6666666666666,The cracked knob,1,201,EXP2
58f669cefb4d7500014af69b,2,18,ss_prep,s,1,prep,324.3333333333333,The courier with the diplomat's message,1,292,EXP2
58f669cefb4d7500014af69b,2,45,filler,-,-,-,473.0,A hunter,1,258,EXP2
58f669cefb4d7500014af69b,2,27,pp_rel,p,1,rel,311.3333333333333,The editors who rejected the books,1,303,EXP2
58f669cefb4d7500014af69b,2,87,filler,-,-,-,636.0,Each fork,1,235,EXP2
58f669cefb4d7500014af69b,2,57,filler,-,-,-,386.3333333333333,The wobbly leg,1,292,EXP2
58f669cefb4d7500014af69b,2,30,ss_rel,s,1,rel,342.2857142857143,The student who had failed the class,1,821,EXP2
58f669cefb4d7500014af69b,2,62,filler,-,-,-,388.0,The newspaper,1,258,EXP2
58f669cefb4d7500014af69b,2,24,ps_prep,p,0,prep,253.16666666666666,The speakers at the union meeting,1,427,EXP2
58f669cefb4d7500014af69b,2,61,filler,-,-,-,371.0,A tight glove,1,224,EXP2
58f669cefb4d7500014af69b,2,54,filler,-,-,-,478.0,The bike,1,134,EXP2
58f669cefb4d7500014af69b,2,9,sp_prep,s,0,prep,292.5,The superintendent of the technical schools,0,517,EXP2
58f669cefb4d7500014af69b,2,80,filler,-,-,-,635.5,The roses,1,179,EXP2
58f669cefb4d7500014af69b,2,7,pp_prep,p,1,prep,526.0,The charismatic leaders of the left-wing dissident groups,1,393,EXP2
58f669cefb4d7500014af69b,2,44,filler,-,-,-,371.3333333333333,This mad scientist,1,123,EXP2
58f669cefb4d7500014af69b,2,64,filler,-,-,-,375.0,The rusty blades,1,202,EXP2
58f669cefb4d7500014af69b,2,21,sp_rel,s,0,rel,356.3333333333333,The picture that embarrassed the politicians,1,213,EXP2
58f669cefb4d7500014af69b,2,56,filler,-,-,-,230.5,The laptop,1,382,EXP2
58f669cefb4d7500014af69b,2,26,ss_prep,s,1,prep,273.8333333333333,The applicant for the corporate scholarship,1,202,EXP2
58f669cefb4d7500014af69b,2,71,filler,-,-,-,596.0,Those plants,1,618,EXP2
58f669cefb4d7500014af69b,2,25,sp_prep,s,0,prep,303.85714285714283,The director of the forthcoming motion pictures,1,111,EXP2
58f669cefb4d7500014af69b,2,65,filler,-,-,-,377.0,The chain,1,67,EXP2
58f669cefb4d7500014af69b,2,85,filler,-,-,-,438.5,This chain,1,89,EXP2
58f669cefb4d7500014af69b,2,29,sp_rel,s,0,rel,384.3333333333333,The demonstrator that interrupted the rallies,1,326,EXP2
58f669cefb4d7500014af69b,2,77,filler,-,-,-,911.5,An oven,1,146,EXP2
58f669cefb4d7500014af69b,2,73,filler,-,-,-,446.3333333333333,The broken printers,1,191,EXP2
58f669cefb4d7500014af69b,2,16,ps_prep,p,0,prep,330.0,The consultants for the growing firm,1,247,EXP2
58f669cefb4d7500014af69b,2,68,filler,-,-,-,467.0,These churches,1,247,EXP2
58f669cefb4d7500014af69b,2,15,pp_prep,p,1,prep,275.6666666666667,The actors in the blockbuster films,0,640,EXP2
58f669cefb4d7500014af69b,2,74,filler,-,-,-,573.5,The coat,1,89,EXP2
58f669cefb4d7500014af69b,2,60,filler,-,-,-,467.0,A purse,1,145,EXP2
58f669cefb4d7500014af69b,2,28,ps_rel,p,0,rel,234.33333333333334,The laboratories that invented the computer,1,259,EXP2
58f669cefb4d7500014af69b,2,40,filler,-,-,-,446.3333333333333,Those unlucky firemen,0,315,EXP2
58f669cefb4d7500014af69b,2,83,filler,-,-,-,772.6666666666666,The kitchen sink,1,90,EXP2
58f669cefb4d7500014af69b,2,22,ss_rel,s,1,rel,307.5,The composer who rewrote the opera,1,259,EXP2
58f669cefb4d7500014af69b,2,86,filler,-,-,-,303.6666666666667,That dull razor,1,303,EXP2
58f669cefb4d7500014af69b,2,88,filler,-,-,-,366.0,Those shoes,1,326,EXP2
58f669cefb4d7500014af69b,2,19,pp_rel,p,1,rel,251.33333333333334,The stars who revived the musicals,1,269,EXP2
58f669cefb4d7500014af69b,2,58,filler,-,-,-,450.0,Some iron railings,1,202,EXP2
58f669cefb4d7500014af69b,2,78,filler,-,-,-,270.0,Some loud speakers,1,337,EXP2
5a0071766e1ea9000124db35,3,40,filler,-,-,-,351.6666666666667,Those unlucky firemen,0,879,EXP2
5a0071766e1ea9000124db35,3,52,filler,-,-,-,274.6666666666667,The lazy student,1,685,EXP2
5a0071766e1ea9000124db35,3,82,filler,-,-,-,272.3333333333333,The icy wings,1,837,EXP2
5a0071766e1ea9000124db35,3,53,filler,-,-,-,255.66666666666666,The prickly thorns,1,838,EXP2
5a0071766e1ea9000124db35,3,49,filler,-,-,-,276.6666666666667,A quiet librarian,1,744,EXP2
5a0071766e1ea9000124db35,3,81,filler,-,-,-,296.0,These radios,1,669,EXP2
5a0071766e1ea9000124db35,3,78,filler,-,-,-,280.0,Some loud speakers,1,805,EXP2
5a0071766e1ea9000124db35,3,50,filler,-,-,-,319.5,The President,1,453,EXP2
5a0071766e1ea9000124db35,3,15,ps_prep,p,0,prep,305.1666666666667,The actors in the blockbuster film,1,685,EXP2
5a0071766e1ea9000124db35,3,76,filler,-,-,-,272.3333333333333,The gooey filling,1,622,EXP2
5a0071766e1ea9000124db35,3,4,sp_rel,s,0,rel,263.1111111111111,The bright light that lit the small examination rooms,1,918,EXP2
5a0071766e1ea9000124db35,3,79,filler,-,-,-,255.33333333333334,A closed drawer,1,590,EXP2
5a0071766e1ea9000124db35,3,35,filler,-,-,-,296.0,The fire,1,535,EXP2
5a0071766e1ea9000124db35,3,6,pp_prep,p,1,prep,299.2857142857143,The confessions of the famous television preachers,1,616,EXP2
5a0071766e1ea9000124db35,3,75,filler,-,-,-,335.5,A train,1,415,EXP2
5a0071766e1ea9000124db35,3,8,sp_prep,s,0,prep,295.8333333333333,The advisor for the chemistry students,1,631,EXP2
5a0071766e1ea9000124db35,3,58,filler,-,-,-,293.3333333333333,Some iron railings,1,789,EXP2
5a0071766e1ea9000124db35,3,5,ss_rel,s,1,rel,329.0,The security force that patrolled the manufacturing plant,1,518,EXP2
5a0071766e1ea9000124db35,3,33,filler,-,-,-,306.3333333333333,The unhappy man,1,486,EXP2
5a0071766e1ea9000124db35,3,66,filler,-,-,-,364.0,The jackets,1,653,EXP2
5a0071766e1ea9000124db35,3,3,ps_rel,p,0,rel,400.3333333333333,The tire-eaters who enlivened the sideshow,1,844,EXP2
5a0071766e1ea9000124db35,3,56,filler,-,-,-,328.0,The laptop,1,431,EXP2
5a0071766e1ea9000124db35,3,9,ss_prep,s,1,prep,336.1666666666667,The superintendent of the technical school,1,533,EXP2
5a0071766e1ea9000124db35,3,64,filler,-,-,-,267.0,The rusty blades,1,731,EXP2
5a0071766e1ea9000124db35,3,63,filler,-,-,-,293.0,The cracked knob,1,495,EXP2
5a0071766e1ea9000124db35,3,2,pp_rel,p,1,rel,323.57142857142856,The pamphlets that described the government agencies,1,501,EXP2
5a0071766e1ea9000124db35,3,48,filler,-,-,-,366.0,Some terminal diseases,1,706,EXP2
5a0071766e1ea9000124db35,3,7,ps_prep,p,0,prep,327.5,The charismatic leaders of the left-wing dissident group,1,1128,EXP2
5a0071766e1ea9000124db35,3,37,filler,-,-,-,301.0,These hungry boys,1,654,EXP2
5a0071766e1ea9000124db35,3,74,filler,-,-,-,287.5,The coat,1,350,EXP2
5a0071766e1ea9000124db35,3,27,ps_rel,p,0,rel,325.3333333333333,The editors who rejected the book,1,613,EXP2
5a0071766e1ea9000124db35,3,46,filler,-,-,-,308.5,The policemen,1,718,EXP2
5a0071766e1ea9000124db35,3,13,ss_rel,s,1,rel,283.42857142857144,The office that belonged to the accountant,1,662,EXP2
5a0071766e1ea9000124db35,3,87,filler,-,-,-,271.5,Each fork,1,478,EXP2
5a0071766e1ea9000124db35,3,12,sp_rel,s,0,rel,322.14285714285717,The traffic jam that obstructed the streets,1,933,EXP2
5a0071766e1ea9000124db35,3,65,filler,-,-,-,324.0,The chain,1,414,EXP2
5a0071766e1ea9000124db35,3,68,filler,-,-,-,344.0,These churches,1,622,EXP2
5a0071766e1ea9000124db35,3,1,ss_prep,s,1,prep,296.0,The demo tape from the popular rock singer,1,325,EXP2
5a0071766e1ea9000124db35,3,61,filler,-,-,-,288.3333333333333,A tight glove,1,559,EXP2
5a0071766e1ea9000124db35,3,10,pp_rel,p,1,rel,301.3333333333333,The memos that concerned the executives,1,815,EXP2
5a0071766e1ea9000124db35,3,51,filler,-,-,-,307.0,The Prime Minister,1,338,EXP2
5a0071766e1ea9000124db35,3,47,filler,-,-,-,296.0,The unavoidable disaster,1,521,EXP2
5a0071766e1ea9000124db35,3,24,sp_prep,s,0,prep,303.6666666666667,The speaker at the union meetings,1,765,EXP2
5a0071766e1ea9000124db35,3,70,filler,-,-,-,295.5,This shoe,1,382,EXP2
5a0071766e1ea9000124db35,3,14,pp_prep,p,1,prep,304.2857142857143,The rebel soldiers in the furious battles,1,411,EXP2
5a0071766e1ea9000124db35,3,72,filler,-,-,-,327.5,A staircase,1,382,EXP2
5a0071766e1ea9000124db35,3,34,filler,-,-,-,304.0,The dog,1,303,EXP2
5a0071766e1ea9000124db35,3,26,pp_rel,p,1,rel,297.1666666666667,The applicants who accepted the scholarships,1,393,EXP2
5a0071766e1ea9000124db35,3,83,filler,-,-,-,376.3333333333333,The kitchen sink,1,285,EXP2
5a0071766e1ea9000124db35,3,29,ss_rel,s,1,rel,303.6666666666667,The demonstrator that interrupted the rally,1,246,EXP2
5a0071766e1ea9000124db35,3,84,filler,-,-,-,299.0,A faulty zipper,1,510,EXP2
5a0071766e1ea9000124db35,3,23,ps_prep,p,0,prep,311.85714285714283,The teachers with the special education certificate,0,464,EXP2
5a0071766e1ea9000124db35,3,73,filler,-,-,-,322.6666666666667,The broken printers,1,734,EXP2
5a0071766e1ea9000124db35,3,85,filler,-,-,-,332.0,This chain,1,445,EXP2
5a0071766e1ea9000124db35,3,28,sp_rel,s,0,rel,310.8333333333333,The laboratory that invented the computers,1,526,EXP2
5a0071766e1ea9000124db35,3,60,filler,-,-,-,316.0,A purse,1,286,EXP2
5a0071766e1ea9000124db35,3,16,sp_prep,s,0,prep,282.1666666666667,The consultant for the growing firms,1,608,EXP2
5a0071766e1ea9000124db35,3,41,filler,-,-,-,328.0,A helpless lamb,1,357,EXP2
5a0071766e1ea9000124db35,3,55,filler,-,-,-,313.0,Some chairs,0,446,EXP2
5a0071766e1ea9000124db35,3,22,pp_prep,p,1,prep,280.0,The composers of the modern operas,1,549,EXP2
5a0071766e1ea9000124db35,3,77,filler,-,-,-,280.5,An oven,1,661,EXP2
5a0071766e1ea9000124db35,3,25,ss_prep,s,1,prep,293.7142857142857,The director of the forthcoming motion picture,1,408,EXP2
5a0071766e1ea9000124db35,3,45,filler,-,-,-,367.5,A hunter,1,310,EXP2
5a0071766e1ea9000124db35,3,67,filler,-,-,-,298.0,This short skirt,1,398,EXP2
5a0071766e1ea9000124db35,3,19,ps_rel,p,0,rel,331.8333333333333,The stars who revived the musical,1,855,EXP2
5a0071766e1ea9000124db35,3,88,filler,-,-,-,307.5,Those shoes,1,887,EXP2
5a0071766e1ea9000124db35,3,20,sp_rel,s,0,rel,292.0,The corporation that dissolved the monopolies,1,469,EXP2
5a0071766e1ea9000124db35,3,38,filler,-,-,-,324.0,Some roosters,1,535,EXP2
5a0071766e1ea9000124db35,3,18,pp_rel,p,1,rel,284.0,The couriers who delivered the messages,1,630,EXP2
5a0071766e1ea9000124db35,3,86,filler,-,-,-,352.3333333333333,That dull razor,1,365,EXP2
5a0071766e1ea9000124db35,3,80,filler,-,-,-,351.5,The roses,1,472,EXP2
5a0071766e1ea9000124db35,3,21,ss_rel,s,1,rel,295.8333333333333,The picture that embarrassed the politician,1,472,EXP2
5a0071766e1ea9000124db35,3,69,filler,-,-,-,359.6666666666667,The tight fingers,1,880,EXP2
5a0071766e1ea9000124db35,3,71,filler,-,-,-,307.0,Those plants,0,463,EXP2
5a0071766e1ea9000124db35,3,32,sp_prep,s,0,prep,283.8333333333333,The ruler of the Roman city-states,1,391,EXP2
5a0071766e1ea9000124db35,3,44,filler,-,-,-,386.6666666666667,This mad scientist,1,414,EXP2
5a0071766e1ea9000124db35,3,11,ps_rel,p,0,rel,299.6666666666667,The neutral zones that split the Arcturian solar system,1,379,EXP2
5a0071766e1ea9000124db35,3,57,filler,-,-,-,339.0,The wobbly leg,1,502,EXP2
5a0071766e1ea9000124db35,3,62,filler,-,-,-,340.0,The newspaper,1,462,EXP2
5a0071766e1ea9000124db35,3,30,pp_prep,p,1,prep,274.8333333333333,The students in the Spanish classes,1,805,EXP2
5a0071766e1ea9000124db35,3,59,filler,-,-,-,349.3333333333333,These crooked prongs,1,510,EXP2
5a0071766e1ea9000124db35,3,43,filler,-,-,-,323.0,All the cats,1,404,EXP2
5a0071766e1ea9000124db35,3,31,ps_prep,p,0,prep,278.125,The Peace Corps volunteers in the African village,1,462,EXP2
5a0071766e1ea9000124db35,3,36,filler,-,-,-,331.0,The slimy frog,1,301,EXP2
5a0071766e1ea9000124db35,3,54,filler,-,-,-,300.0,The bike,1,284,EXP2
5a0071766e1ea9000124db35,3,17,ss_prep,s,1,prep,292.57142857142856,The teaching assistant for the physics lab,1,320,EXP2
5a0071766e1ea9000124db35,3,42,filler,-,-,-,340.0,The farmers,1,565,EXP2
5a0071766e1ea9000124db35,3,39,filler,-,-,-,312.0,Every child,1,374,EXP2
59ff21197ecfc50001be0522,3,40,filler,-,-,-,155.33333333333334,Those unlucky firemen,0,943,EXP2
59ff21197ecfc50001be0522,3,52,filler,-,-,-,284.6666666666667,The lazy student,1,959,EXP2
59ff21197ecfc50001be0522,3,82,filler,-,-,-,249.0,The icy wings,1,1023,EXP2
59ff21197ecfc50001be0522,3,53,filler,-,-,-,189.0,The prickly thorns,1,886,EXP2
59ff21197ecfc50001be0522,3,49,filler,-,-,-,221.33333333333334,A quiet librarian,1,1070,EXP2
59ff21197ecfc50001be0522,3,81,filler,-,-,-,142.0,These radios,1,997,EXP2
59ff21197ecfc50001be0522,3,78,filler,-,-,-,272.3333333333333,Some loud speakers,1,1283,EXP2
59ff21197ecfc50001be0522,3,50,filler,-,-,-,277.0,The President,1,981,EXP2
59ff21197ecfc50001be0522,3,15,ps_prep,p,0,prep,272.1666666666667,The actors in the blockbuster film,1,1066,EXP2
59ff21197ecfc50001be0522,3,76,filler,-,-,-,158.0,The gooey filling,0,1501,EXP2
59ff21197ecfc50001be0522,3,4,sp_rel,s,0,rel,162.55555555555554,The bright light that lit the small examination rooms,0,1115,EXP2
59ff21197ecfc50001be0522,3,79,filler,-,-,-,134.33333333333334,A closed drawer,1,986,EXP2
59ff21197ecfc50001be0522,3,35,filler,-,-,-,138.5,The fire,1,1139,EXP2
59ff21197ecfc50001be0522,3,6,pp_prep,p,1,prep,119.85714285714286,The confessions of the famous television preachers,1,1240,EXP2
59ff21197ecfc50001be0522,3,75,filler,-,-,-,127.5,A train,0,1501,EXP2
59ff21197ecfc50001be0522,3,8,sp_prep,s,0,prep,174.83333333333334,The advisor for the chemistry students,0,984,EXP2
59ff21197ecfc50001be0522,3,58,filler,-,-,-,168.66666666666666,Some iron railings,1,1019,EXP2
59ff21197ecfc50001be0522,3,5,ss_rel,s,1,rel,161.0,The security force that patrolled the manufacturing plant,0,1500,EXP2
59ff21197ecfc50001be0522,3,33,filler,-,-,-,145.66666666666666,The unhappy man,1,726,EXP2
59ff21197ecfc50001be0522,3,66,filler,-,-,-,153.5,The jackets,1,1076,EXP2
59ff21197ecfc50001be0522,3,3,ps_rel,p,0,rel,166.66666666666666,The tire-eaters who enlivened the sideshow,0,1001,EXP2
59ff21197ecfc50001be0522,3,56,filler,-,-,-,177.0,The laptop,1,939,EXP2
59ff21197ecfc50001be0522,3,9,ss_prep,s,1,prep,334.5,The superintendent of the technical school,0,977,EXP2
59ff21197ecfc50001be0522,3,64,filler,-,-,-,444.0,The rusty blades,1,1009,EXP2
59ff21197ecfc50001be0522,3,63,filler,-,-,-,289.6666666666667,The cracked knob,1,940,EXP2
