,experiment,item_id,condition,sentence,expected,prediction,error,model
379,bock_cutting_1992_exp1,31,rel_pp,the rulers who enslaved the city - states,VBP,VBP,False,8
380,bock_cutting_1992_exp1,31,relthat_ss,the ruler that enslaved the city - state,VBZ,VBZ,False,8
381,bock_cutting_1992_exp1,31,relthat_sp,the ruler that enslaved the city - states,VBZ,VBP,True,8
382,bock_cutting_1992_exp1,31,relthat_ps,the rulers that enslaved the city - state,VBP,VBZ,True,8
383,bock_cutting_1992_exp1,31,relthat_pp,the rulers that enslaved the city - states,VBP,VBP,False,8
0,bock_cutting_1992_exp1,0,prep_ss,the demo tape from the popular rock singer,VBZ,VBZ,False,9
1,bock_cutting_1992_exp1,0,prep_sp,the demo tape from the popular rock singers,VBZ,VBZ,False,9
2,bock_cutting_1992_exp1,0,prep_ps,the demo tapes from the popular rock singer,VBP,VBP,False,9
3,bock_cutting_1992_exp1,0,prep_pp,the demo tapes from the popular rock singers,VBP,VBP,False,9
4,bock_cutting_1992_exp1,0,rel_ss,the demo tape that promoted the rock singer,VBZ,VBZ,False,9
5,bock_cutting_1992_exp1,0,rel_sp,the demo tape that promoted the rock singers,VBZ,VBZ,False,9
6,bock_cutting_1992_exp1,0,rel_ps,the demo tapes that promoted the rock singer,VBP,VBP,False,9
7,bock_cutting_1992_exp1,0,rel_pp,the demo tapes that promoted the rock singers,VBP,VBP,False,9
8,bock_cutting_1992_exp1,0,relthat_ss,the demo tape that promoted the rock singer,VBZ,VBZ,False,9
9,bock_cutting_1992_exp1,0,relthat_sp,the demo tape that promoted the rock singers,VBZ,VBZ,False,9
10,bock_cutting_1992_exp1,0,relthat_ps,the demo tapes that promoted the rock singer,VBP,VBP,False,9
11,bock_cutting_1992_exp1,0,relthat_pp,the demo tapes that promoted the rock singers,VBP,VBP,False,9
12,bock_cutting_1992_exp1,1,prep_ss,the pamphlet from the british government agency,VBZ,VBZ,False,9
13,bock_cutting_1992_exp1,1,prep_sp,the pamphlet from the british government agencies,VBZ,VBZ,False,9
14,bock_cutting_1992_exp1,1,prep_ps,the pamphlets from the british government agency,VBP,VBP,False,9
15,bock_cutting_1992_exp1,1,prep_pp,the pamphlets from the british government agencies,VBP,VBP,False,9
16,bock_cutting_1992_exp1,1,rel_ss,the pamphlet that described the government agency,VBZ,VBZ,False,9
17,bock_cutting_1992_exp1,1,rel_sp,the pamphlet that described the government agencies,VBZ,VBZ,False,9
18,bock_cutting_1992_exp1,1,rel_ps,the pamphlets that described the government agency,VBP,VBP,False,9
19,bock_cutting_1992_exp1,1,rel_pp,the pamphlets that described the government agencies,VBP,VBP,False,9
20,bock_cutting_1992_exp1,1,relthat_ss,the pamphlet that described the government agency,VBZ,VBZ,False,9
21,bock_cutting_1992_exp1,1,relthat_sp,the pamphlet that described the government agencies,VBZ,VBZ,False,9
22,bock_cutting_1992_exp1,1,relthat_ps,the pamphlets that described the government agency,VBP,VBP,False,9
23,bock_cutting_1992_exp1,1,relthat_pp,the pamphlets that described the government agencies,VBP,VBP,False,9
24,bock_cutting_1992_exp1,2,prep_ss,the tire - eater in the carnival sideshow,VBZ,VBZ,False,9
25,bock_cutting_1992_exp1,2,prep_sp,the tire - eater in the carnival VBZ,VBZ,VBZ,False,9
26,bock_cutting_1992_exp1,2,prep_ps,the tire - eaters in the carnival sideshow,VBP,VBZ,True,9
27,bock_cutting_1992_exp1,2,prep_pp,the tire - eaters in the carnival VBZ,VBP,VBZ,True,9
28,bock_cutting_1992_exp1,2,rel_ss,the tire - eater who VBD the sideshow,VBZ,VBZ,False,9
29,bock_cutting_1992_exp1,2,rel_sp,the tire - eater who VBD the NNS,VBZ,VBZ,False,9
30,bock_cutting_1992_exp1,2,rel_ps,the tire - eaters who VBD the sideshow,VBP,VBZ,True,9
31,bock_cutting_1992_exp1,2,rel_pp,the tire - eaters who VBD the NNS,VBP,VBZ,True,9
32,bock_cutting_1992_exp1,2,relthat_ss,the tire - eater that VBD the sideshow,VBZ,VBZ,False,9
33,bock_cutting_1992_exp1,2,relthat_sp,the tire - eater that VBD the NNS,VBZ,VBZ,False,9
34,bock_cutting_1992_exp1,2,relthat_ps,the tire - eaters that VBD the sideshow,VBP,VBZ,True,9
35,bock_cutting_1992_exp1,2,relthat_pp,the tire - eaters that VBD the NNS,VBP,VBZ,True,9
36,bock_cutting_1992_exp1,3,prep_ss,the bright light in doctor smith 's examination room,VBZ,VBZ,False,9
37,bock_cutting_1992_exp1,3,prep_sp,the bright light in doctor smith 's examination rooms,VBZ,VBZ,False,9
38,bock_cutting_1992_exp1,3,prep_ps,the bright lights in doctor smith 's examination room,VBP,VBP,False,9
39,bock_cutting_1992_exp1,3,prep_pp,the bright lights in doctor smith 's examination rooms,VBP,VBP,False,9
40,bock_cutting_1992_exp1,3,rel_ss,the bright light that lit the small examination room,VBZ,VBZ,False,9
41,bock_cutting_1992_exp1,3,rel_sp,the bright light that lit the small examination rooms,VBZ,VBZ,False,9
42,bock_cutting_1992_exp1,3,rel_ps,the bright lights that lit the small examination room,VBP,VBP,False,9
43,bock_cutting_1992_exp1,3,rel_pp,the bright lights that lit the small examination rooms,VBP,VBP,False,9
44,bock_cutting_1992_exp1,3,relthat_ss,the bright light that lit the small examination room,VBZ,VBZ,False,9
45,bock_cutting_1992_exp1,3,relthat_sp,the bright light that lit the small examination rooms,VBZ,VBZ,False,9
46,bock_cutting_1992_exp1,3,relthat_ps,the bright lights that lit the small examination room,VBP,VBP,False,9
47,bock_cutting_1992_exp1,3,relthat_pp,the bright lights that lit the small examination rooms,VBP,VBP,False,9
48,bock_cutting_1992_exp1,4,prep_ss,the security force at the giant manufacturing plant,VBZ,VBZ,False,9
49,bock_cutting_1992_exp1,4,prep_sp,the security force at the giant manufacturing plants,VBZ,VBZ,False,9
50,bock_cutting_1992_exp1,4,prep_ps,the security forces at the giant manufacturing plant,VBP,VBP,False,9
51,bock_cutting_1992_exp1,4,prep_pp,the security forces at the giant manufacturing plants,VBP,VBP,False,9
52,bock_cutting_1992_exp1,4,rel_ss,the security force that patrolled the manufacturing plant,VBZ,VBZ,False,9
53,bock_cutting_1992_exp1,4,rel_sp,the security force that patrolled the manufacturing plants,VBZ,VBZ,False,9
54,bock_cutting_1992_exp1,4,rel_ps,the security forces that patrolled the manufacturing plant,VBP,VBP,False,9
55,bock_cutting_1992_exp1,4,rel_pp,the security forces that patrolled the manufacturing plants,VBP,VBP,False,9
56,bock_cutting_1992_exp1,4,relthat_ss,the security force that patrolled the manufacturing plant,VBZ,VBZ,False,9
57,bock_cutting_1992_exp1,4,relthat_sp,the security force that patrolled the manufacturing plants,VBZ,VBZ,False,9
58,bock_cutting_1992_exp1,4,relthat_ps,the security forces that patrolled the manufacturing plant,VBP,VBP,False,9
59,bock_cutting_1992_exp1,4,relthat_pp,the security forces that patrolled the manufacturing plants,VBP,VBP,False,9
60,bock_cutting_1992_exp1,5,prep_ss,the confession of the famous television preacher,VBZ,VBZ,False,9
61,bock_cutting_1992_exp1,5,prep_sp,the confession of the famous television preachers,VBZ,VBZ,False,9
62,bock_cutting_1992_exp1,5,prep_ps,the confessions of the famous television preacher,VBP,VBP,False,9
63,bock_cutting_1992_exp1,5,prep_pp,the confessions of the famous television preachers,VBP,VBP,False,9
64,bock_cutting_1992_exp1,5,rel_ss,the confession that involved the television preacher,VBZ,VBZ,False,9
65,bock_cutting_1992_exp1,5,rel_sp,the confession that involved the television preachers,VBZ,VBZ,False,9
66,bock_cutting_1992_exp1,5,rel_ps,the confessions that involved the television preacher,VBP,VBP,False,9
67,bock_cutting_1992_exp1,5,rel_pp,the confessions that involved the television preachers,VBP,VBP,False,9
68,bock_cutting_1992_exp1,5,relthat_ss,the confession that involved the television preacher,VBZ,VBZ,False,9
69,bock_cutting_1992_exp1,5,relthat_sp,the confession that involved the television preachers,VBZ,VBZ,False,9
70,bock_cutting_1992_exp1,5,relthat_ps,the confessions that involved the television preacher,VBP,VBP,False,9
71,bock_cutting_1992_exp1,5,relthat_pp,the confessions that involved the television preachers,VBP,VBP,False,9
72,bock_cutting_1992_exp1,6,prep_ss,the charismatic leader of the left - wing dissident group,VBZ,VBZ,False,9
73,bock_cutting_1992_exp1,6,prep_sp,the charismatic leader of the left - wing dissident groups,VBZ,VBZ,False,9
74,bock_cutting_1992_exp1,6,prep_ps,the charismatic leaders of the left - wing dissident group,VBP,VBP,False,9
75,bock_cutting_1992_exp1,6,prep_pp,the charismatic leaders of the left - wing dissident groups,VBP,VBP,False,9
76,bock_cutting_1992_exp1,6,rel_ss,the charismatic leader who addressed the dissident group,VBZ,VBZ,False,9
77,bock_cutting_1992_exp1,6,rel_sp,the charismatic leader who addressed the dissident groups,VBZ,VBZ,False,9
78,bock_cutting_1992_exp1,6,rel_ps,the charismatic leaders who addressed the dissident group,VBP,VBP,False,9
79,bock_cutting_1992_exp1,6,rel_pp,the charismatic leaders who addressed the dissident groups,VBP,VBP,False,9
80,bock_cutting_1992_exp1,6,relthat_ss,the charismatic leader that addressed the dissident group,VBZ,VBZ,False,9
81,bock_cutting_1992_exp1,6,relthat_sp,the charismatic leader that addressed the dissident groups,VBZ,VBZ,False,9
82,bock_cutting_1992_exp1,6,relthat_ps,the charismatic leaders that addressed the dissident group,VBP,VBP,False,9
83,bock_cutting_1992_exp1,6,relthat_pp,the charismatic leaders that addressed the dissident groups,VBP,VBP,False,9
84,bock_cutting_1992_exp1,7,prep_ss,the advisor for the chemistry student,VBZ,VBZ,False,9
85,bock_cutting_1992_exp1,7,prep_sp,the advisor for the chemistry students,VBZ,VBZ,False,9
86,bock_cutting_1992_exp1,7,prep_ps,the advisors for the chemistry student,VBP,VBP,False,9
87,bock_cutting_1992_exp1,7,prep_pp,the advisors for the chemistry students,VBP,VBP,False,9
88,bock_cutting_1992_exp1,7,rel_ss,the advisor who directed the student,VBZ,VBZ,False,9
89,bock_cutting_1992_exp1,7,rel_sp,the advisor who directed the students,VBZ,VBP,True,9
90,bock_cutting_1992_exp1,7,rel_ps,the advisors who directed the student,VBP,VBP,False,9
91,bock_cutting_1992_exp1,7,rel_pp,the advisors who directed the students,VBP,VBP,False,9
92,bock_cutting_1992_exp1,7,relthat_ss,the advisor that directed the student,VBZ,VBZ,False,9
93,bock_cutting_1992_exp1,7,relthat_sp,the advisor that directed the students,VBZ,VBP,True,9
94,bock_cutting_1992_exp1,7,relthat_ps,the advisors that directed the student,VBP,VBP,False,9
95,bock_cutting_1992_exp1,7,relthat_pp,the advisors that directed the students,VBP,VBP,False,9
96,bock_cutting_1992_exp1,8,prep_ss,the superintendent of the technical school,VBZ,VBP,True,9
97,bock_cutting_1992_exp1,8,prep_sp,the superintendent of the technical schools,VBZ,VBP,True,9
98,bock_cutting_1992_exp1,8,prep_ps,the superintendents of the technical school,VBP,VBZ,True,9
99,bock_cutting_1992_exp1,8,prep_pp,the superintendents of the technical schools,VBP,VBP,False,9
100,bock_cutting_1992_exp1,8,rel_ss,the superintendent who inspected the school,VBZ,VBZ,False,9
101,bock_cutting_1992_exp1,8,rel_sp,the superintendent who inspected the schools,VBZ,VBP,True,9
102,bock_cutting_1992_exp1,8,rel_ps,the superintendents who inspected the school,VBP,VBZ,True,9
103,bock_cutting_1992_exp1,8,rel_pp,the superintendents who inspected the schools,VBP,VBP,False,9
104,bock_cutting_1992_exp1,8,relthat_ss,the superintendent that inspected the school,VBZ,VBZ,False,9
105,bock_cutting_1992_exp1,8,relthat_sp,the superintendent that inspected the schools,VBZ,VBP,True,9
106,bock_cutting_1992_exp1,8,relthat_ps,the superintendents that inspected the school,VBP,VBZ,True,9
107,bock_cutting_1992_exp1,8,relthat_pp,the superintendents that inspected the schools,VBP,VBP,False,9
108,bock_cutting_1992_exp1,9,prep_ss,the memo from the junior executive,VBZ,VBZ,False,9
109,bock_cutting_1992_exp1,9,prep_sp,the memo from the junior executives,VBZ,VBP,True,9
110,bock_cutting_1992_exp1,9,prep_ps,the memos from the junior executive,VBP,VBZ,True,9
111,bock_cutting_1992_exp1,9,prep_pp,the memos from the junior executives,VBP,VBP,False,9
112,bock_cutting_1992_exp1,9,rel_ss,the memo that concerned the executive,VBZ,VBZ,False,9
113,bock_cutting_1992_exp1,9,rel_sp,the memo that concerned the executives,VBZ,VBP,True,9
114,bock_cutting_1992_exp1,9,rel_ps,the memos that concerned the executive,VBP,VBZ,True,9
115,bock_cutting_1992_exp1,9,rel_pp,the memos that concerned the executives,VBP,VBP,False,9
116,bock_cutting_1992_exp1,9,relthat_ss,the memo that concerned the executive,VBZ,VBZ,False,9
117,bock_cutting_1992_exp1,9,relthat_sp,the memo that concerned the executives,VBZ,VBP,True,9
118,bock_cutting_1992_exp1,9,relthat_ps,the memos that concerned the executive,VBP,VBZ,True,9
119,bock_cutting_1992_exp1,9,relthat_pp,the memos that concerned the executives,VBP,VBP,False,9
120,bock_cutting_1992_exp1,10,prep_ss,the neutral zone around the NNP solar system,VBZ,VBZ,False,9
121,bock_cutting_1992_exp1,10,prep_sp,the neutral zone around the JJ solar systems,VBZ,VBZ,False,9
122,bock_cutting_1992_exp1,10,prep_ps,the neutral zones around the NNP solar system,VBP,VBP,False,9
123,bock_cutting_1992_exp1,10,prep_pp,the neutral zones around the JJ solar systems,VBP,VBP,False,9
124,bock_cutting_1992_exp1,10,rel_ss,the neutral zone that split the NNP solar system,VBZ,VBZ,False,9
125,bock_cutting_1992_exp1,10,rel_sp,the neutral zone that split the JJ solar systems,VBZ,VBZ,False,9
126,bock_cutting_1992_exp1,10,rel_ps,the neutral zones that split the NNP solar system,VBP,VBP,False,9
127,bock_cutting_1992_exp1,10,rel_pp,the neutral zones that split the JJ solar systems,VBP,VBP,False,9
128,bock_cutting_1992_exp1,10,relthat_ss,the neutral zone that split the NNP solar system,VBZ,VBZ,False,9
129,bock_cutting_1992_exp1,10,relthat_sp,the neutral zone that split the JJ solar systems,VBZ,VBZ,False,9
130,bock_cutting_1992_exp1,10,relthat_ps,the neutral zones that split the NNP solar system,VBP,VBP,False,9
131,bock_cutting_1992_exp1,10,relthat_pp,the neutral zones that split the JJ solar systems,VBP,VBP,False,9
132,bock_cutting_1992_exp1,11,prep_ss,the traffic jam on the NNP street,VBZ,VBZ,False,9
133,bock_cutting_1992_exp1,11,prep_sp,the traffic jam on the NNP streets,VBZ,VBZ,False,9
134,bock_cutting_1992_exp1,11,prep_ps,the traffic jams on the NNP street,VBP,VBP,False,9
135,bock_cutting_1992_exp1,11,prep_pp,the traffic jams on the NNP streets,VBP,VBP,False,9
136,bock_cutting_1992_exp1,11,rel_ss,the traffic jam that obstructed the street,VBZ,VBZ,False,9
137,bock_cutting_1992_exp1,11,rel_sp,the traffic jam that obstructed the streets,VBZ,VBZ,False,9
138,bock_cutting_1992_exp1,11,rel_ps,the traffic jams that obstructed the street,VBP,VBP,False,9
139,bock_cutting_1992_exp1,11,rel_pp,the traffic jams that obstructed the streets,VBP,VBP,False,9
140,bock_cutting_1992_exp1,11,relthat_ss,the traffic jam that obstructed the street,VBZ,VBZ,False,9
141,bock_cutting_1992_exp1,11,relthat_sp,the traffic jam that obstructed the streets,VBZ,VBZ,False,9
142,bock_cutting_1992_exp1,11,relthat_ps,the traffic jams that obstructed the street,VBP,VBP,False,9
143,bock_cutting_1992_exp1,11,relthat_pp,the traffic jams that obstructed the streets,VBP,VBP,False,9
144,bock_cutting_1992_exp1,12,prep_ss,the office of the certified accountant,VBZ,VBZ,False,9
145,bock_cutting_1992_exp1,12,prep_sp,the office of the certified accountants,VBZ,VBZ,False,9
146,bock_cutting_1992_exp1,12,prep_ps,the offices of the certified accountant,VBP,VBP,False,9
147,bock_cutting_1992_exp1,12,prep_pp,the offices of the certified accountants,VBP,VBP,False,9
148,bock_cutting_1992_exp1,12,rel_ss,the office that belonged to the accountant,VBZ,VBZ,False,9
149,bock_cutting_1992_exp1,12,rel_sp,the office that belonged to the accountants,VBZ,VBZ,False,9
150,bock_cutting_1992_exp1,12,rel_ps,the offices that belonged to the accountant,VBP,VBP,False,9
151,bock_cutting_1992_exp1,12,rel_pp,the offices that belonged to the accountants,VBP,VBP,False,9
152,bock_cutting_1992_exp1,12,relthat_ss,the office that belonged to the accountant,VBZ,VBZ,False,9
153,bock_cutting_1992_exp1,12,relthat_sp,the office that belonged to the accountants,VBZ,VBZ,False,9
154,bock_cutting_1992_exp1,12,relthat_ps,the offices that belonged to the accountant,VBP,VBP,False,9
155,bock_cutting_1992_exp1,12,relthat_pp,the offices that belonged to the accountants,VBP,VBP,False,9
156,bock_cutting_1992_exp1,13,prep_ss,the rebel soldier in the furious battle,VBZ,VBZ,False,9
157,bock_cutting_1992_exp1,13,prep_sp,the rebel soldier in the furious battles,VBZ,VBZ,False,9
158,bock_cutting_1992_exp1,13,prep_ps,the rebel soldiers in the furious battle,VBP,VBP,False,9
159,bock_cutting_1992_exp1,13,prep_pp,the rebel soldiers in the furious battles,VBP,VBP,False,9
160,bock_cutting_1992_exp1,13,rel_ss,the rebel soldier who deserted the battle,VBZ,VBZ,False,9
161,bock_cutting_1992_exp1,13,rel_sp,the rebel soldier who deserted the battles,VBZ,VBZ,False,9
162,bock_cutting_1992_exp1,13,rel_ps,the rebel soldiers who deserted the battle,VBP,VBP,False,9
163,bock_cutting_1992_exp1,13,rel_pp,the rebel soldiers who deserted the battles,VBP,VBP,False,9
164,bock_cutting_1992_exp1,13,relthat_ss,the rebel soldier that deserted the battle,VBZ,VBZ,False,9
165,bock_cutting_1992_exp1,13,relthat_sp,the rebel soldier that deserted the battles,VBZ,VBZ,False,9
166,bock_cutting_1992_exp1,13,relthat_ps,the rebel soldiers that deserted the battle,VBP,VBP,False,9
167,bock_cutting_1992_exp1,13,relthat_pp,the rebel soldiers that deserted the battles,VBP,VBP,False,9
168,bock_cutting_1992_exp1,14,prep_ss,the actor in the blockbuster film,VBZ,VBZ,False,9
169,bock_cutting_1992_exp1,14,prep_sp,the actor in the blockbuster films,VBZ,VBZ,False,9
170,bock_cutting_1992_exp1,14,prep_ps,the actors in the blockbuster film,VBP,VBP,False,9
171,bock_cutting_1992_exp1,14,prep_pp,the actors in the blockbuster films,VBP,VBP,False,9
172,bock_cutting_1992_exp1,14,rel_ss,the actor who directed the film,VBZ,VBZ,False,9
173,bock_cutting_1992_exp1,14,rel_sp,the actor who directed the films,VBZ,VBZ,False,9
174,bock_cutting_1992_exp1,14,rel_ps,the actors who directed the film,VBP,VBP,False,9
175,bock_cutting_1992_exp1,14,rel_pp,the actors who directed the films,VBP,VBP,False,9
176,bock_cutting_1992_exp1,14,relthat_ss,the actor that directed the film,VBZ,VBZ,False,9
177,bock_cutting_1992_exp1,14,relthat_sp,the actor that directed the films,VBZ,VBZ,False,9
178,bock_cutting_1992_exp1,14,relthat_ps,the actors that directed the film,VBP,VBP,False,9
179,bock_cutting_1992_exp1,14,relthat_pp,the actors that directed the films,VBP,VBP,False,9
180,bock_cutting_1992_exp1,15,prep_ss,the consultant for the growing firm,VBZ,VBZ,False,9
181,bock_cutting_1992_exp1,15,prep_sp,the consultant for the growing firms,VBZ,VBZ,False,9
182,bock_cutting_1992_exp1,15,prep_ps,the consultants for the growing firm,VBP,VBP,False,9
183,bock_cutting_1992_exp1,15,prep_pp,the consultants for the growing firms,VBP,VBP,False,9
184,bock_cutting_1992_exp1,15,rel_ss,the consultant who advised the firm,VBZ,VBZ,False,9
185,bock_cutting_1992_exp1,15,rel_sp,the consultant who advised the firms,VBZ,VBZ,False,9
186,bock_cutting_1992_exp1,15,rel_ps,the consultants who advised the firm,VBP,VBP,False,9
187,bock_cutting_1992_exp1,15,rel_pp,the consultants who advised the firms,VBP,VBP,False,9
188,bock_cutting_1992_exp1,15,relthat_ss,the consultant that advised the firm,VBZ,VBZ,False,9
189,bock_cutting_1992_exp1,15,relthat_sp,the consultant that advised the firms,VBZ,VBZ,False,9
190,bock_cutting_1992_exp1,15,relthat_ps,the consultants that advised the firm,VBP,VBP,False,9
191,bock_cutting_1992_exp1,15,relthat_pp,the consultants that advised the firms,VBP,VBP,False,9
192,bock_cutting_1992_exp1,16,prep_ss,the teaching assistant for the physics lab,VBZ,VBZ,False,9
193,bock_cutting_1992_exp1,16,prep_sp,the teaching assistant for the physics labs,VBZ,VBZ,False,9
194,bock_cutting_1992_exp1,16,prep_ps,the teaching assistants for the physics lab,VBP,VBP,False,9
195,bock_cutting_1992_exp1,16,prep_pp,the teaching assistants for the physics labs,VBP,VBP,False,9
196,bock_cutting_1992_exp1,16,rel_ss,the teaching assistant who prepared the lab,VBZ,VBZ,False,9
197,bock_cutting_1992_exp1,16,rel_sp,the teaching assistant who prepared the labs,VBZ,VBZ,False,9
198,bock_cutting_1992_exp1,16,rel_ps,the teaching assistants who prepared the lab,VBP,VBP,False,9
199,bock_cutting_1992_exp1,16,rel_pp,the teaching assistants who prepared the labs,VBP,VBP,False,9
200,bock_cutting_1992_exp1,16,relthat_ss,the teaching assistant that prepared the lab,VBZ,VBZ,False,9
201,bock_cutting_1992_exp1,16,relthat_sp,the teaching assistant that prepared the labs,VBZ,VBZ,False,9
202,bock_cutting_1992_exp1,16,relthat_ps,the teaching assistants that prepared the lab,VBP,VBP,False,9
203,bock_cutting_1992_exp1,16,relthat_pp,the teaching assistants that prepared the labs,VBP,VBP,False,9
204,bock_cutting_1992_exp1,17,prep_ss,the courier with the diplomat 's message,VBZ,VBZ,False,9
205,bock_cutting_1992_exp1,17,prep_sp,the courier with the diplomat 's messages,VBZ,VBP,True,9
206,bock_cutting_1992_exp1,17,prep_ps,the NNS with the diplomat 's message,VBP,VBZ,True,9
207,bock_cutting_1992_exp1,17,prep_pp,the NNS with the diplomat 's messages,VBP,VBP,False,9
208,bock_cutting_1992_exp1,17,rel_ss,the courier who delivered the message,VBZ,VBZ,False,9
209,bock_cutting_1992_exp1,17,rel_sp,the courier who delivered the messages,VBZ,VBP,True,9
210,bock_cutting_1992_exp1,17,rel_ps,the NNS who delivered the message,VBP,VBZ,True,9
211,bock_cutting_1992_exp1,17,rel_pp,the NNS who delivered the messages,VBP,VBP,False,9
212,bock_cutting_1992_exp1,17,relthat_ss,the courier that delivered the message,VBZ,VBZ,False,9
213,bock_cutting_1992_exp1,17,relthat_sp,the courier that delivered the messages,VBZ,VBP,True,9
214,bock_cutting_1992_exp1,17,relthat_ps,the NNS that delivered the message,VBP,VBZ,True,9
215,bock_cutting_1992_exp1,17,relthat_pp,the NNS that delivered the messages,VBP,VBP,False,9
216,bock_cutting_1992_exp1,18,prep_ss,the star of the broadway musical,VBZ,VBZ,False,9
217,bock_cutting_1992_exp1,18,prep_sp,the star of the broadway musicals,VBZ,VBZ,False,9
218,bock_cutting_1992_exp1,18,prep_ps,the stars of the broadway musical,VBP,VBP,False,9
219,bock_cutting_1992_exp1,18,prep_pp,the stars of the broadway musicals,VBP,VBP,False,9
220,bock_cutting_1992_exp1,18,rel_ss,the star who revived the musical,VBZ,VBZ,False,9
221,bock_cutting_1992_exp1,18,rel_sp,the star who revived the musicals,VBZ,VBZ,False,9
222,bock_cutting_1992_exp1,18,rel_ps,the stars who revived the musical,VBP,VBP,False,9
223,bock_cutting_1992_exp1,18,rel_pp,the stars who revived the musicals,VBP,VBP,False,9
224,bock_cutting_1992_exp1,18,relthat_ss,the star that revived the musical,VBZ,VBZ,False,9
225,bock_cutting_1992_exp1,18,relthat_sp,the star that revived the musicals,VBZ,VBZ,False,9
226,bock_cutting_1992_exp1,18,relthat_ps,the stars that revived the musical,VBP,VBP,False,9
227,bock_cutting_1992_exp1,18,relthat_pp,the stars that revived the musicals,VBP,VBP,False,9
228,bock_cutting_1992_exp1,19,prep_ss,the corporation with the banking monopoly,VBZ,VBZ,False,9
229,bock_cutting_1992_exp1,19,prep_sp,the corporation with the banking monopolies,VBZ,VBZ,False,9
230,bock_cutting_1992_exp1,19,prep_ps,the corporations with the banking monopoly,VBP,VBP,False,9
231,bock_cutting_1992_exp1,19,prep_pp,the corporations with the banking monopolies,VBP,VBP,False,9
232,bock_cutting_1992_exp1,19,rel_ss,the corporation that dissolved the monopoly,VBZ,VBZ,False,9
233,bock_cutting_1992_exp1,19,rel_sp,the corporation that dissolved the monopolies,VBZ,VBZ,False,9
234,bock_cutting_1992_exp1,19,rel_ps,the corporations that dissolved the monopoly,VBP,VBP,False,9
235,bock_cutting_1992_exp1,19,rel_pp,the corporations that dissolved the monopolies,VBP,VBP,False,9
236,bock_cutting_1992_exp1,19,relthat_ss,the corporation that dissolved the monopoly,VBZ,VBZ,False,9
237,bock_cutting_1992_exp1,19,relthat_sp,the corporation that dissolved the monopolies,VBZ,VBZ,False,9
238,bock_cutting_1992_exp1,19,relthat_ps,the corporations that dissolved the monopoly,VBP,VBP,False,9
239,bock_cutting_1992_exp1,19,relthat_pp,the corporations that dissolved the monopolies,VBP,VBP,False,9
240,bock_cutting_1992_exp1,20,prep_ss,the picture of the prominent politician,VBZ,VBZ,False,9
241,bock_cutting_1992_exp1,20,prep_sp,the picture of the prominent politicians,VBZ,VBZ,False,9
242,bock_cutting_1992_exp1,20,prep_ps,the pictures of the prominent politician,VBP,VBP,False,9
243,bock_cutting_1992_exp1,20,prep_pp,the pictures of the prominent politicians,VBP,VBP,False,9
244,bock_cutting_1992_exp1,20,rel_ss,the picture that embarrassed the politician,VBZ,VBZ,False,9
245,bock_cutting_1992_exp1,20,rel_sp,the picture that embarrassed the politicians,VBZ,VBZ,False,9
246,bock_cutting_1992_exp1,20,rel_ps,the pictures that embarrassed the politician,VBP,VBP,False,9
247,bock_cutting_1992_exp1,20,rel_pp,the pictures that embarrassed the politicians,VBP,VBP,False,9
248,bock_cutting_1992_exp1,20,relthat_ss,the picture that embarrassed the politician,VBZ,VBZ,False,9
249,bock_cutting_1992_exp1,20,relthat_sp,the picture that embarrassed the politicians,VBZ,VBZ,False,9
250,bock_cutting_1992_exp1,20,relthat_ps,the pictures that embarrassed the politician,VBP,VBP,False,9
251,bock_cutting_1992_exp1,20,relthat_pp,the pictures that embarrassed the politicians,VBP,VBP,False,9
252,bock_cutting_1992_exp1,21,prep_ss,the composer of the modern opera,VBZ,VBZ,False,9
253,bock_cutting_1992_exp1,21,prep_sp,the composer of the modern operas,VBZ,VBZ,False,9
254,bock_cutting_1992_exp1,21,prep_ps,the composers of the modern opera,VBP,VBP,False,9
255,bock_cutting_1992_exp1,21,prep_pp,the composers of the modern operas,VBP,VBP,False,9
256,bock_cutting_1992_exp1,21,rel_ss,the composer who rewrote the opera,VBZ,VBZ,False,9
257,bock_cutting_1992_exp1,21,rel_sp,the composer who rewrote the operas,VBZ,VBZ,False,9
258,bock_cutting_1992_exp1,21,rel_ps,the composers who rewrote the opera,VBP,VBP,False,9
259,bock_cutting_1992_exp1,21,rel_pp,the composers who rewrote the operas,VBP,VBP,False,9
260,bock_cutting_1992_exp1,21,relthat_ss,the composer that rewrote the opera,VBZ,VBZ,False,9
261,bock_cutting_1992_exp1,21,relthat_sp,the composer that rewrote the operas,VBZ,VBZ,False,9
262,bock_cutting_1992_exp1,21,relthat_ps,the composers that rewrote the opera,VBP,VBP,False,9
263,bock_cutting_1992_exp1,21,relthat_pp,the composers that rewrote the operas,VBP,VBP,False,9
264,bock_cutting_1992_exp1,22,prep_ss,the teacher with the special education certificate,VBZ,VBZ,False,9
265,bock_cutting_1992_exp1,22,prep_sp,the teacher with the special education certificates,VBZ,VBZ,False,9
266,bock_cutting_1992_exp1,22,prep_ps,the teachers with the special education certificate,VBP,VBP,False,9
267,bock_cutting_1992_exp1,22,prep_pp,the teachers with the special education certificates,VBP,VBP,False,9
268,bock_cutting_1992_exp1,22,rel_ss,the teacher who received the education certificate,VBZ,VBZ,False,9
269,bock_cutting_1992_exp1,22,rel_sp,the teacher who received the education certificates,VBZ,VBZ,False,9
